;X;Unnamed..0;StartDate;EndDate;Status;Progress;Duration..in.seconds.;Finished;RecordedDate;ResponseId;DistributionChannel;UserLanguage;consent_q;google.acct;att_1;att_2;entertain_predict_3;lonely_predict_3;novel_predict_3;engage_predict_3;comfort_predict_3;interest_predict_3;connect_predict_3;entertain_predict_3.1;lonely_predict_3.1;novel_predict_3.1;engage_predict_3.1;comfort_predict_3.1;interest_predict_3.1;connect_predict_3.1;lonely_1_3;lonely_2_3;lonely_3_3;lonely_4_3;mturk_id;completion_code;timer_First.Click;timer_Last.Click;timer_Page.Submit;timer_Click.Count;screenshot_Id;screenshot_Name;screenshot_Size;screenshot_Type;noInteraction_timer_First.Click;noInteraction_timer_Last.Click;noInteraction_timer_Page.Submit;noInteraction_timer_Click.Count;entertain_exp_3;lonely_exp_3;novel_exp_3;engage_exp_3;comfor_exp_3;interest_exp_3;connect_exp_3;entertain_exp_3.1;lonely_exp_3.1;novel_exp_3.1;engage_exp_3.1;comfort_exp_3;interest_exp_3.1;connected_exp_3;lonely_1_after_3;lonely_2_after_3;lonely_3_after_3;lonely_4_after_3;comp_1;comp_2;able_nothing;able_nothing_explain;believe_q;explain;ai_attitude_1_6;ai_attitude_2_1;ai_attitude_3_1;ai_attitude_4_1;ai_attitude_5_1;ai_attitude_6_1;ai_attitude_7_1;ai_attitude_8_1;ai_attitude_9_1;ai_attitude_10_1;ai_attitude_11_1;ai_attitude_12_1;ai_attitude_13_1;ai_attitude_14_1;ai_attitude_15_1;ai_attitude_16_1;chatbot;chatbot_exp;gender;gender_4_TEXT;ethnicity;ethnicity_6_TEXT;age;edu;edu_8_TEXT;workerId;condition_2;condition
171;170;170;2023-04-05 18:48:50;2023-04-05 19:16:53;0;100;1682;1;2023-04-05 19:16:53;R_OecpRng7C3L7X9f;anonymous;EN;1;1;2;2;;;;;;;;70;45;95;70;60;70;60;100;100;100;100;171;7738-8763-6458-8644;;;;;;;;;;;;;;;;;;;;30;55;40;70;55;30;30;100;100;100;100;3;1;;;2;They weren't answering my questions about themselves very convincingly.  They also asked me about something I hadn't said to them so I had to explain.  It didn't feel like a person.;90;65;90;90;40;70;65;90;40;20;20;0;80;20;10;70;1;When contacting AT&T it's impossible to speak to someone.  Everything is through their chatbot.;2;;3;;63;2;;171;ai;another person
172;171;171;2023-04-05 18:52:37;2023-04-05 19:17:31;0;100;1494;1;2023-04-05 19:17:31;R_XLiHSfQb8BA2JEd;anonymous;EN;1;1;2;2;;;;;;;;86;7;100;100;84;98;95;0;0;0;0;172;6526-0794-1927-3838;;;;;;;;;;;;;;;;;;;;100;0;100;100;100;100;100;0;0;0;0;2;1;;;1;They seemed completely real and how they typed seemed human to me. They also seemed really friendly and not robotic. ;100;100;100;100;29;100;16;100;45;4;8;11;82;15;15;62;1;I used ChatGBT and also bots on retail websites.;2;;3;;28;2;;172;ai;another person
173;172;172;2023-04-05 18:54:36;2023-04-05 19:18:23;0;100;1427;1;2023-04-05 19:18:24;R_3iVh4TSjEtDlCWB;anonymous;EN;1;1;2;2;;;;;;;;28;23;66;30;29;58;66;18;14;14;13;173;5731-3114-9580-4719;;;;;;;;;;;;;;;;;;;;76;25;82;76;68;71;74;80;27;28;14;3;1;;;2;It sounds like it knows me well. It mentions thinks that I shared in google as my preference exactly. ;66;65;67;67;26;27;25;71;73;34;29;24;22;18;19;76;1;ChatGPT;1;;2;;37;6;;173;ai;another person
174;173;173;2023-04-05 18:56:34;2023-04-05 19:22:42;0;100;1568;1;2023-04-05 19:22:43;R_3HB0O0k2PaJexhg;anonymous;EN;1;1;2;2;;;;;;;;70;20;70;85;70;70;80;75;20;5;2;174;2381-7020-4556-3517;;;;;;;;;;;;;;;;;;;;71;0;30;82;87;81;78;0;0;0;0;2;1;;;2;I just have a feeling I was talking to a chatbot.  they were more focused on me and didn't really talk a lot about themselves.  It did not feel like I was talking to a real person.;92;92;100;94;64;82;21;86;39;0;0;8;79;11;5;72;1;just on surveys like this before never have I done it on my own before.  Also with businesses like my phone company or cable company;2;;3;;36;1;;174;ai;another person
175;174;174;2023-04-05 19:02:06;2023-04-05 19:24:55;0;100;1369;1;2023-04-05 19:24:55;R_3EVWFS7Q3HlKcKU;anonymous;EN;1;1;2;2;;;;;;;;40;45;72;54;39;56;55;63;68;70;66;175;4845-7009-7847-0287;;;;;;;;;;;;;;;;;;;;36;52;54;54;59;58;58;59;58;57;56;2;1;;;2;The answers were way too generic and seemed like it was on autopilot.;93;81;72;74;50;80;75;98;59;26;30;3;92;50;43;71;1;For customer-service related interactions on a website.;2;;3;;27;4;;175;ai;another person
176;175;175;2023-04-05 18:58:24;2023-04-05 19:25:49;0;100;1644;1;2023-04-05 19:25:49;R_2dmaLS5tmtn1PIJ;anonymous;EN;1;1;2;2;;;;;;;;50;36;71;69;50;50;64;5;0;0;0;176;3289-6788-8612-4786;;;;;;;;;;;;;;;;;;;;63;33;55;65;59;56;68;0;0;7;0;2;1;;;2;It repeated a couple of phrases.;92;85;92;90;12;82;53;93;50;5;29;39;78;28;24;52;1;ChatGPT;1;;3;;28;4;;176;ai;another person
177;176;176;2023-04-05 19:13:22;2023-04-05 19:26:10;0;100;768;1;2023-04-05 19:26:11;R_2QhwDCYcCwEo40p;anonymous;EN;1;1;2;2;;;;;;;;47;49;47;40;44;48;43;47;47;45;46;177;5520-7286-2150-2967;;;;;;;;;;;;;;;;;;;;51;45;55;52;58;51;53;45;46;46;46;3;1;;;1;Realism, natural flow of conversation. ;40;46;44;45;52;44;59;57;55;56;62;54;43;61;55;44;1;As an experiment;2;;3;;42;6;;177;ai;another person
178;177;177;2023-04-05 19:02:53;2023-04-05 19:26:26;0;100;1412;1;2023-04-05 19:26:27;R_pGbTfGtLSlFHkQ1;anonymous;EN;1;1;2;2;;;;;;;;50;30;80;50;30;60;60;100;100;100;100;178;8871-4020-5176-1505;;;;;;;;;;;;;;;;;;;;100;0;100;100;100;100;100;40;40;30;20;1;1;;;1;A human for sure. There was some grammar errors in their writing and they stayed extremely well on topic. Too much so for an AI as far as I can tell. ;50;50;20;50;100;100;100;20;100;100;100;100;50;100;100;50;2;;2;;3;;30;1;;178;ai;another person
179;178;178;2023-04-05 19:07:28;2023-04-05 19:27:26;0;100;1197;1;2023-04-05 19:27:26;R_1dB2pg1BIabPLTj;anonymous;EN;1;1;2;2;;;;;;;;44;41;58;45;41;48;68;58;68;76;68;179;9034-2019-8793-4594;;;;;;;;;;;;;;;;;;;;93;21;70;84;75;88;95;22;30;31;30;1;1;;;1;The person had some minor grammar issues which made me believe it was an actual human.;67;62;81;66;45;60;57;82;64;41;38;45;57;44;60;56;1;Lots of websites now have interactive chatbots to help navigate the site.;1;;2;;22;4;;179;ai;another person
180;179;179;2023-04-05 19:05:45;2023-04-05 19:27:44;0;100;1318;1;2023-04-05 19:27:44;R_2EGztte8eTmCAAE;anonymous;EN;1;1;2;2;;;;;;;;76;6;90;80;99;77;100;88;77;86;87;180;7866-4992-8944-6456;;;;;;;;;;;;;;;;;;;;100;0;100;98;97;95;99;10;0;15;32;2;1;;;2;Chatbot because of how fast and quick it responded with facts.;78;77;100;100;27;66;18;100;76;67;70;83;50;84;39;89;2;;1;;3;;23;1;;180;ai;another person
181;180;180;2023-04-05 19:06:54;2023-04-05 19:28:41;0;100;1307;1;2023-04-05 19:28:42;R_2yq0wgOSquMspPt;anonymous;EN;1;1;2;2;;;;;;;;38;46;60;39;47;47;52;60;54;38;30;181;1573-2295-3329-0005;;;;;;;;;;;;;;;;;;;;47;43;79;48;45;70;61;44;54;40;32;3;1;;;2;The chatbot did not answer my questions in depth, but rather continued to ask me more questions.;84;63;82;86;58;85;43;85;55;20;0;52;92;52;25;92;1;I have interacted with a chatbot on a customer service website;1;;3;;42;5;;181;ai;another person
182;181;181;2023-04-05 19:02:10;2023-04-05 19:29:31;0;100;1641;1;2023-04-05 19:29:32;R_3j2SLHEZGGu2qqB;anonymous;EN;1;1;2;2;;;;;;;;60;40;60;60;60;60;70;70;80;60;80;182;2057-0091-2488-2952;;;;;;;;;;;;;;;;;;;;60;40;53;61;60;70;60;61;80;80;81;1;1;;;2;I just didn’t believe it was a real person.;40;40;0;50;52;50;60;55;70;40;40;60;0;90;60;40;2;;2;;3;;52;4;;182;ai;another person
183;182;182;2023-04-05 19:07:36;2023-04-05 19:30:53;0;100;1396;1;2023-04-05 19:30:53;R_1LSTmlacK999Ce7;anonymous;EN;1;1;2;2;;;;;;;;60;39;61;64;65;65;75;65;41;60;54;183;1248-6823-3431-4940;;;;;;;;;;;;;;;;;;;;79;35;64;70;55;80;57;60;60;43;51;2;1;;;2;The conversation was always turned back toward myself and the text came back very quickly;55;50;76;80;50;55;65;83;53;40;44;60;70;60;33;81;2;;1;;3;;32;3;;183;ai;another person
184;183;183;2023-04-05 19:05:48;2023-04-05 19:31:09;0;100;1520;1;2023-04-05 19:31:09;R_3PWXbAJ9Y2FRXju;anonymous;EN;1;1;2;2;;;;;;;;56;35;70;63;50;69;50;100;92;100;100;184;1982-9547-0350-7806;;;;;;;;;;;;;;;;;;;;0;100;14;11;0;1;18;100;100;100;100;2;1;;;2;it sort of used a lot of platitudes and it had a kind of rigid focus on particular ideas or topics, it didnt seem to actually express its own thoughts on things.;19;0;50;52;100;50;100;50;100;100;100;100;0;100;100;50;1;ChatGPT, various chat bots on other websites;1;;3;;36;3;;184;ai;another person
185;184;184;2023-04-05 19:09:15;2023-04-05 19:32:10;0;100;1374;1;2023-04-05 19:32:11;R_1CK1iz2ugHJex7i;anonymous;EN;1;1;2;2;;;;;;;;87;19;90;86;89;81;90;91;92;98;100;185;6751-5139-1485-8387;;;;;;;;;;;;;;;;;;;;60;40;50;60;40;57;60;91;92;92;93;2;1;;;2;The replies were too fast and only focused on what I was saying;52;52;53;53;53;54;54;80;53;55;70;74;50;54;56;56;2;;2;;3;;37;4;;185;ai;another person
186;185;185;2023-04-05 19:10:01;2023-04-05 19:32:14;0;100;1332;1;2023-04-05 19:32:15;R_31acfACBDEzOJ5i;anonymous;EN;1;1;2;2;;;;;;;;44;37;60;71;57;47;64;2;0;1;3;186;2293-1428-9394-8148;;;;;;;;;;;;;;;;;;;;61;37;78;83;89;71;82;0;5;0;1;3;1;;;1;Claimed they camped in the Smoky Mountains;62;56;80;73;35;87;46;68;96;43;57;27;61;54;32;59;1;When having an issue with Paypal you get a chatbot at first.;2;;3;;57;2;;186;ai;another person
187;186;186;2023-04-05 19:08:41;2023-04-05 19:38:20;0;100;1779;1;2023-04-05 19:38:21;R_1NFzy0qq4asZtQn;anonymous;EN;1;1;2;2;;;;;;;;72;25;64;76;73;79;80;81;84;88;89;187;1323-6688-2400-7159;;;;;;;;;;;;;;;;;;;;59;50;45;60;52;60;50;73;81;82;82;2;1;;;2;It was an unnatural way of responding. There was no irregularities in the message, like sentences that aren't formatted exactly correct. Also, when talking about tips for sleeping, they asked the same question like four times. I don't think a person would have done that. Also, they didn't provide any other information about themselves other then they like playing generic games and that they're from Kentucky. ;50;50;60;70;90;70;70;91;100;69;86;58;50;71;64;72;1;I can't say I have doing work for Mturk, but definitely in my own experience. For example, I applied for a job recently at McDonalds and there was no form or online application. It was an AI chatbot that asked for my information and performed a digital interview for the job. ;1;;3;;23;3;;187;ai;another person
188;187;187;2023-04-05 19:16:58;2023-04-05 19:38:27;0;100;1288;1;2023-04-05 19:38:27;R_2flKQHVxF1Qyi4e;anonymous;EN;1;1;2;2;;;;;;;;89;7;71;78;82;92;84;10;9;13;10;188;3625-4950-4818-1421;;;;;;;;;;;;;;;;;;;;100;0;100;100;100;100;100;0;0;0;100;3;1;;;1;They were really engaged in the conversations and were really talking about their activities just like a person does;35;0;63;60;63;67;65;50;61;50;22;50;50;33;28;0;2;;2;;2;;26;4;;188;ai;another person
189;188;188;2023-04-05 19:15:36;2023-04-05 19:39:30;0;100;1434;1;2023-04-05 19:39:31;R_3IYRmExrAPOJ1SC;anonymous;EN;1;1;2;2;;;;;;;;100;0;100;100;80;100;50;20;0;0;0;189;9450-7820-2997-4684;;;;;;;;;;;;;;;;;;;;100;1;100;100;100;100;100;2;0;0;0;1;1;;;1;The person understood what i was saying and was on point?;93;92;100;100;50;91;85;100;100;84;26;98;53;50;50;37;2;;2;;1;;36;4;;189;ai;another person
190;189;189;2023-04-05 19:12:18;2023-04-05 19:41:41;0;100;1762;1;2023-04-05 19:41:41;R_2zjxQCus1nacKtr;anonymous;EN;1;1;2;2;;;;;;;;69;36;60;63;53;71;53;35;12;8;5;190;8147-1783-2392-5934;;;;;;;;;;;;;;;;;;;;74;5;68;76;73;76;70;0;1;0;0;2;1;;;1;At first, I thought it was a bot, because when I first mentioned papercrafts, it didn't pick up on it until it asked about something out of the ordinary, but after conversing more, it seemed more like a real person was talking when it offered advice.;77;61;72;64;73;51;65;72;94;39;49;61;52;29;35;51;2;;1;;1;;36;3;;190;ai;another person
191;190;190;2023-04-05 20:14:01;2023-04-05 20:36:11;0;100;1330;1;2023-04-05 20:36:12;R_31zRiFjT6VxA8Te;anonymous;EN;1;1;2;2;;;;;;;;54;50;70;84;34;59;54;64;65;68;67;191;3332-3481-4361-8818;;;;;;;;;;;;;;;;;;;;26;50;90;67;24;57;50;67;67;67;67;1;1;;;2;They did not talk like a normal person would and asked too many questions about me;82;81;61;90;50;70;67;50;50;0;0;0;50;0;16;61;1;During other hits on mechanical turk;2;;3;;46;4;;191;ai;another person
192;191;191;2023-04-05 20:15:11;2023-04-05 20:36:44;0;100;1292;1;2023-04-05 20:36:44;R_1OqUY13H6LlEnk5;anonymous;EN;1;1;2;2;;;;;;;;100;28;100;94;100;90;75;0;0;0;0;192;5739-2489-0237-2931;;;;;;;;;;;;;;;;;;;;100;0;64;50;100;50;73;29;12;0;0;2;1;;;2;I felt that the questions that were being asked were very repetitive and they didn't wait to respond. Rather, the response came in very quickly.;81;81;100;100;0;100;50;100;21;0;0;0;75;15;0;50;2;;1;;2;;31;5;;192;ai;another person
193;192;192;2023-04-05 20:14:14;2023-04-05 20:36:56;0;100;1361;1;2023-04-05 20:36:56;R_1mIzMoEj1eylMjz;anonymous;EN;1;1;2;2;;;;;;;;72;19;71;71;70;78;71;18;64;62;19;193;7802-5677-0776-7328;;;;;;;;;;;;;;;;;;;;61;25;71;68;62;65;71;20;20;22;22;3;1;;;2;There were a few moments where it felt like the person was just copying what I was saying as a question;71;59;68;68;24;61;35;71;52;32;32;38;64;36;36;41;1;I have used chatbot apps to have conversations.;2;;3;;33;5;;193;ai;another person
194;193;193;2023-04-05 20:13:57;2023-04-05 20:39:19;0;100;1522;1;2023-04-05 20:39:19;R_3suCNEkSoK15sOg;anonymous;EN;1;1;2;2;;;;;;;;42;50;29;41;11;50;41;9;29;41;39;194;0168-7258-7825-0583;;;;;;;;;;;;;;;;;;;;50;50;19;60;41;31;37;29;29;37;50;1;1;;;2;The conversation did not feel natural like a human would respond to. They were typed out to quickly. The flow of the conversation did did not feel human like.;50;60;34;58;77;39;71;35;69;86;90;56;17;93;79;33;2;;2;;3;;29;4;;194;ai;another person
195;194;194;2023-04-05 20:16:36;2023-04-05 20:39:56;0;100;1399;1;2023-04-05 20:39:57;R_1qgR8vA9SQWRRj7;anonymous;EN;1;1;2;2;;;;;;;;64;32;24;56;50;50;58;0;0;0;0;195;1496-7565-0025-2870;;;;;;;;;;;;;;;;;;;;34;50;12;19;50;23;31;0;0;0;0;3;1;;;2;I mentioned going to nature and visiting Big Bend and the response was about cities.  I did mention one city, but also mentioned a park.;60;9;54;62;79;56;36;50;100;72;50;69;49;69;66;49;1;I see them all the time on customer support sites;1;;3;;44;6;;195;ai;another person
196;195;195;2023-04-05 20:21:08;2023-04-05 20:43:11;0;100;1323;1;2023-04-05 20:43:12;R_3HoSODD9uCv89DB;anonymous;EN;1;1;2;2;;;;;;;;53;17;67;85;27;52;63;8;8;61;9;196;0195-8211-0536-5006;;;;;;;;;;;;;;;;;;;;82;11;92;92;90;86;88;1;1;1;1;1;1;;;2;Because the conversation was always directed towards me.;75;17;72;82;61;14;88;95;99;53;89;67;1;83;51;53;2;;2;;3;;59;5;;196;ai;another person
197;196;196;2023-04-05 20:22:23;2023-04-05 20:45:29;0;100;1386;1;2023-04-05 20:45:30;R_9NWKQ0ttbljFf33;anonymous;EN;1;1;2;2;;;;;;;;50;50;50;50;55;50;47;70;80;100;90;197;5262-8534-6713-5555;;;;;;;;;;;;;;;;;;;;48;26;63;51;60;63;67;15;80;91;83;2;1;;;1;They were being very descriptive in their responses to some words and things I was talking about. At times I thought I was talking to a chat box, but I thought it was too detailed to be a chat and it was a real person.;50;50;47;52;78;50;65;50;50;74;50;69;50;72;62;40;1;Amazon customer service;2;;3;;46;5;;197;ai;another person
198;197;197;2023-04-05 20:26:02;2023-04-05 20:45:46;0;100;1184;1;2023-04-05 20:45:47;R_3Eu2JWQESeUKmVE;anonymous;EN;1;1;2;2;;;;;;;;65;32;57;67;47;36;59;22;49;66;34;198;8415-9992-0309-9628;;;;;;;;;;;;;;;;;;;;79;8;84;82;55;74;97;44;19;24;24;2;1;;;2;Super knowledgeable about art;96;83;56;68;49;55;49;62;53;52;36;36;50;50;35;50;2;;2;;3;;44;5;;198;ai;another person
199;198;198;2023-04-05 20:25:37;2023-04-05 20:47:02;0;100;1285;1;2023-04-05 20:47:03;R_rjVVPaiJ9BTd0yt;anonymous;EN;1;1;2;2;;;;;;;;70;25;66;75;41;70;80;26;32;58;54;199;8171-1784-0865-3454;;;;;;;;;;;;;;;;;;;;64;37;63;63;64;66;68;31;27;58;64;2;1;;;2;The answers were pretty disjointed and impersonal;78;82;82;70;82;74;35;88;81;70;69;81;58;70;65;83;1;In customer service and random website scenarios;1;;3;;35;4;;199;ai;another person
200;199;199;2023-04-05 20:22:16;2023-04-05 20:47:28;0;100;1511;1;2023-04-05 20:47:29;R_1juJCJulf0eHwPh;anonymous;EN;1;1;2;2;;;;;;;;45;57;92;45;40;66;46;80;60;43;54;200;9905-8295-4760-3076;;;;;;;;;;;;;;;;;;;;61;40;56;74;62;47;47;58;48;45;46;3;1;;;2;Was it a chatbot? I thought it might be. It seemed very one sided, asking all the questions, but it was pretty realistic.;66;62;43;63;51;60;62;80;38;45;57;51;45;51;41;40;2;;2;;3;;54;4;;200;ai;another person
201;200;200;2023-04-05 20:24:16;2023-04-05 20:50:23;0;100;1566;1;2023-04-05 20:50:23;R_2OMwQeRNdn52uFk;anonymous;EN;1;1;2;2;;;;;;;;55;25;73;53;32;56;25;61;75;81;60;201;7856-1691-7776-5156;;;;;;;;;;;;;;;;;;;;21;28;42;45;17;44;26;68;78;76;73;2;1;;;2;They kept repeating similar phrases over and over and was very insistent on it. When I tested if they could understand typos or made up words, the chatbot completely ignored it and kept going back to its script.;53;59;65;71;45;61;71;56;46;29;42;39;46;66;56;52;1;I've played around with some ChatGPT platforms, but only briefly.;1;;2;;37;4;;201;ai;another person
202;201;201;2023-04-05 20:19:20;2023-04-05 20:50:47;0;100;1887;1;2023-04-05 20:50:48;R_pzWRGadmVrnDc53;anonymous;EN;1;1;2;2;;;;;;;;60;50;65;75;50;75;65;0;0;0;0;202;4400-0125-5532-9780;;;;;;;;;;;;;;;;;;;;50;50;40;50;50;65;50;0;0;0;0;2;1;;;2;I really thought it was going to be a person. But it didn't take long to know it was not actually a person. The responses were like a chatbot. The responses were nothing like chatting with a person.;60;50;50;65;50;50;100;75;50;40;20;4;50;45;20;50;1;chatGPT - I've used it a 5 or 6 times.;2;;3;;71;6;;202;ai;another person
203;202;202;2023-04-05 20:28:19;2023-04-05 20:51:27;0;100;1388;1;2023-04-05 20:51:28;R_2b3hMmEYWFtm2sF;anonymous;EN;1;1;2;2;;;;;;;;100;0;80;100;50;80;70;60;51;30;65;203;4936-6885-2165-3033;;;;;;;;;;;;;;;;;;;;100;0;80;100;60;100;100;70;60;50;80;3;1;;;1;Their demeanor was that of a human being and they used lingo that only a human being would probably use;100;60;80;100;30;100;50;90;0;10;50;0;70;50;20;70;2;;2;;3;;39;3;;203;ai;another person
204;203;203;2023-04-05 20:28:11;2023-04-05 20:53:10;0;100;1498;1;2023-04-05 20:53:11;R_a4WD9t61g883ykV;anonymous;EN;1;1;2;2;;;;;;;;30;50;15;49;15;30;49;85;75;50;85;204;3464-9005-5098-4646;;;;;;;;;;;;;;;;;;;;60;50;60;55;50;40;60;75;75;50;85;3;1;;;2;"The grammar was consistently bad. The ""person"" kept using the same phrases over and over, and kept going back to the same thing, even when I tried to change topics. It just didn't seem like a real person. The conversation didn't feel natural and the diction didn't feel like normal English speech. The whole interaction was just awkward and felt very AI.";50;40;10;50;50;25;75;30;80;80;85;60;10;80;85;40;1;On some websites, I have chatted with an automated chatbot.;2;;3;;34;4;;204;ai;another person
205;204;204;2023-04-05 20:31:49;2023-04-05 20:56:27;0;100;1478;1;2023-04-05 20:56:28;R_3J9tgLbCrW4Q19U;anonymous;EN;1;1;2;2;;;;;;;;60;50;75;75;40;80;70;86;86;86;100;205;3837-8034-2665-5446;;;;;;;;;;;;;;;;;;;;14;16;100;84;76;91;81;100;100;100;100;3;1;;;2;It kept getting the conversation mixed up, I live in Florida and it asked what made me move to California;92;81;100;90;95;23;100;100;74;50;100;50;21;87;50;19;2;;2;;5;;59;3;;205;ai;another person
206;205;205;2023-04-05 20:35:46;2023-04-05 20:59:32;0;100;1425;1;2023-04-05 20:59:32;R_3Lb92ZHqHWOE629;anonymous;EN;1;1;2;2;;;;;;;;32;34;29;78;50;32;75;9;7;8;9;206;6043-8676-8538-9964;;;;;;;;;;;;;;;;;;;;68;95;2;21;50;6;24;17;17;16;16;3;1;;;2;"Right away it asked a dumb question, ""are you from around here or just passing through?"". It also never elaborated on it when I asked where ""here"" was. It said something like ""in town"".";48;48;95;92;58;71;74;79;31;59;39;21;50;50;18;50;1;Literally like 20 years ago on AOL Instant Messenger there was a chatbot. It was really bad, but at the time everyone was impressed with it. (Like how old movies and video games looked so cool at the time, but now are just bad);1;;3;;42;3;;206;ai;another person
207;206;206;2023-04-05 21:00:50;2023-04-05 21:04:08;0;100;197;1;2023-04-05 21:04:08;R_3nN6T2sPXbyn39F;anonymous;EN;1;1;2;1;;;;;;;;;;;;;;;;;;;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;207;ai;another person
208;207;207;2023-04-05 20:57:52;2023-04-05 21:18:48;0;100;1255;1;2023-04-05 21:18:48;R_12AxYC1yXNFDKnm;anonymous;EN;1;1;2;2;;;;;;;;59;36;68;65;58;63;76;20;11;0;10;208;6606-8075-1427-8832;;;;;;;;;;;;;;;;;;;;18;42;0;76;42;0;0;8;0;1;13;1;1;;;2;They only asked me questions. People like to talk about themselves more;50;50;56;59;100;86;73;69;100;54;26;0;50;100;0;0;1;I tries Chatbot GPT;1;;3;;42;4;;208;ai;another person
209;208;208;2023-04-05 21:00:05;2023-04-05 21:25:25;0;100;1519;1;2023-04-05 21:25:25;R_1KffVg24xAPfd6w;anonymous;EN;1;1;2;2;;;;;;;;71;29;72;72;72;73;73;0;0;0;0;209;5442-5284-4635-6760;;;;;;;;;;;;;;;;;;;;93;21;50;77;71;82;72;0;0;0;0;3;1;;;2;"They couldn't tell me where they were exactly for their ""adventure"", and they just said the same thing about the ""adventure"".  Some response felt repetitive - just worded differently. ";69;70;50;52;61;50;50;74;66;52;50;65;50;52;36;50;2;;2;;2;;34;5;;209;ai;another person
210;209;209;2023-04-05 21:02:19;2023-04-05 21:25:42;0;100;1402;1;2023-04-05 21:25:42;R_2OPuUxWnHeFN4ZA;anonymous;EN;1;1;2;2;;;;;;;;50;28;67;66;50;64;50;60;50;50;25;210;8873-3085-4103-5419;;;;;;;;;;;;;;;;;;;;75;77;70;86;70;77;77;0;0;0;0;1;1;;;1;I think I was interacting with a human, because I seem to notice some grammar errors. ;70;50;70;70;50;71;70;71;11;11;12;2;70;5;4;50;2;;2;;3;;28;4;;210;ai;another person
211;210;210;2023-04-05 20:59:10;2023-04-05 21:26:19;0;100;1629;1;2023-04-05 21:26:20;R_xgBqczVlp1pe8DL;anonymous;EN;1;1;2;2;;;;;;;;62;50;72;100;43;71;81;100;72;62;81;211;0613-1593-6251-5452;;;;;;;;;;;;;;;;;;;;72;42;61;99;72;63;63;100;62;61;83;2;1;;;1;At first, I thought it was a chatbot, then closer to the end, it felt real.;72;50;62;62;71;31;72;62;72;40;40;91;41;73;61;41;1;Yes, When calling lawyers office , I talk to a bot, as well as the drugstore.;2;;3;;45;1;;211;ai;another person
212;211;211;2023-04-05 21:05:52;2023-04-05 21:27:47;0;100;1315;1;2023-04-05 21:27:48;R_3HzEnxuuvYVlYPg;anonymous;EN;1;1;2;2;;;;;;;;60;15;50;85;92;80;90;0;5;0;0;212;6144-1548-3966-1209;;;;;;;;;;;;;;;;;;;;85;0;55;100;95;90;100;0;0;0;0;3;1;;;1;They appeared to act more like a real person rather than a chatbot. ;80;85;70;90;30;80;50;75;20;25;0;0;50;30;0;50;2;;1;;3;;27;4;;212;ai;another person
213;212;212;2023-04-05 21:10:02;2023-04-05 21:30:54;0;100;1252;1;2023-04-05 21:30:55;R_6JCdKUHscKgL1E5;anonymous;EN;1;1;2;2;;;;;;;;63;24;67;79;65;66;83;27;30;33;34;213;9071-7969-8639-8946;;;;;;;;;;;;;;;;;;;;25;21;21;17;27;21;16;18;23;19;33;2;1;;;2;It seemed ungenuine.;74;68;32;39;78;66;84;38;90;79;99;82;0;95;95;1;1;I have interacted with chatbots many times;2;;3;;31;3;;213;ai;another person
214;213;213;2023-04-05 19:01:31;2023-04-05 21:46:14;0;100;9882;1;2023-04-05 21:46:15;R_2brGEJsGfCH8XK1;anonymous;EN;1;1;2;2;;;;;;;;80;25;75;100;70;80;75;100;90;100;71;214;7070-7712-4822-7508;;;;;;;;;;;;;;;;;;;;75;50;70;65;70;75;72;100;90;80;80;3;1;;;2;The responses seemed friendly and tailored to what I was saying. But none of the responses got specific. I was naming artists for example, but the responses were all more general, not naming any specific artists while talking about music.;70;65;100;80;85;70;60;100;81;43;44;38;60;60;40;70;2;;2;;6;Native American (enrolled White Mountain Apache Tribe);32;3;;214;ai;another person
215;214;214;2023-04-05 21:27:59;2023-04-05 21:52:35;0;100;1475;1;2023-04-05 21:52:35;R_3DtFqQAg3lihCof;anonymous;EN;1;1;2;2;;;;;;;;50;30;50;72;50;50;50;18;19;20;19;215;6414-9348-4629-6712;;;;;;;;;;;;;;;;;;;;19;19;19;20;20;19;18;50;51;50;50;1;1;;;2;It was for sure a chatbot. The speed at which it was able to respond and with the amount of text it replied with. Even if it hadn't done that I still would have thought it was a chatbot. The chances of it being a human, another worker, is so far out there.;50;50;50;50;50;50;100;79;50;50;19;50;50;89;50;19;1;It was a much simpler chatbot, it was nothing like ChatGPT. ;1;;3;;50;3;;215;ai;another person
216;215;215;2023-04-05 21:33:13;2023-04-05 21:55:15;0;100;1322;1;2023-04-05 21:55:16;R_3PuiyeXl14uVvK5;anonymous;EN;1;1;2;2;;;;;;;;72;70;81;80;35;61;80;40;40;40;40;216;3321-2748-8227-5453;;;;;;;;;;;;;;;;;;;;81;18;80;81;81;81;82;28;25;23;25;3;1;;;2;The conversation was very back and forth - ie a question for a question and there weren't any fillers or awkward pauses.;80;81;79;84;19;61;0;100;13;53;63;62;84;100;50;100;1;Customer service chatbots mainly;2;;3;;29;4;;216;ai;another person
