"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","lonely_before_1","lonely_before_2","lonely_before_3","completion_code","lonely_after_1","lonely_after_2","lonely_after_3","heard_1_1","heard_2_1","heard_3_1","perf_1_1","perf_2_1","perf_3_1","perf_4_1","perf_5_1","comp_1","comp_2","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","participantId","condition"
"2024-05-16 12:33:09","2024-05-16 12:54:09","0",414,"100","1260","1","2024-05-16 12:54:10","R_796wE9hPBnTXpnj","","","","",386,386,"anonymous","EN","1","2","2",394,"75","31","59","7427-0463-4117-5325","18","32","39","83","68","100","100","100","100","100","97","1","1","1","Just to test it out and see how it works","2","","1","","37","4","","88","5B494BB9B4EA4C888061E42ADFC1819D","regular"
"2024-05-16 12:35:33","2024-05-16 12:54:10","0",415,"100","1116","1","2024-05-16 12:54:10","R_1QKkgIWGRwygszr","","","","",387,387,"anonymous","EN","1","2","2",395,"63","55","67","5723-7665-1991-5280","66","63","63","0","0","0","60","50","33","0","0","1","1","1","help with schoolwork and resume/cover letter","2","","3","","24","4","","25","51B3ACC8512545A2B92CF7B68019D07C","rudimentary"
"2024-05-16 12:35:20","2024-05-16 12:54:13","0",416,"100","1132","1","2024-05-16 12:54:13","R_1OBkJ8w73onl7pT","","","","",388,388,"anonymous","EN","1","2","2",396,"8","0","15","5433-2502-7240-6545","10","0","15","0","0","0","76","24","58","10","0","1","1","1","For entertainment, information and advice","2","","3","","56","7","","40","DAB965D5ABC14D97A960E576BB782EE8","rudimentary"
"2024-05-16 12:34:09","2024-05-16 12:54:13","0",417,"100","1203","1","2024-05-16 12:54:14","R_1kn3OkRmXytQ32V","","","","",389,389,"anonymous","EN","1","2","2",397,"40","60","60","1151-1605-5395-8543","50","61","70","0","0","0","80","100","50","50","0","1","1","2","","2","","3","","39","1","","100","AFBC57694AC346949337EBAB8D030D46","rudimentary"
"2024-05-16 12:35:16","2024-05-16 12:54:13","0",418,"100","1136","1","2024-05-16 12:54:14","R_1k0vYfVpiGAoVXZ","","","","",390,390,"anonymous","EN","1","2","2",398,"23","19","35","1463-4315-7421-4401","9","8","3","98","100","100","100","100","100","100","100","1","1","2","","1","","3","","55","1","","100","036D9C8010574494A5069728410F3D88","regular"
"2024-05-16 12:32:56","2024-05-16 12:54:29","0",419,"100","1292","1","2024-05-16 12:54:29","R_2VC4nz60S8y8DCV","","","","",391,391,"anonymous","EN","1","2","2",399,"0","0","0","5576-9289-7297-3625","0","0","0","60","82","65","100","72","100","81","50","1","1","1","Just to see what it would do","2","","3","","62","4","","80","BFB9B3837F744751819DD9ACAD41EA6C","regular"
"2024-05-16 12:35:34","2024-05-16 12:54:35","0",420,"100","1140","1","2024-05-16 12:54:36","R_1R9NmjFGx51OhVC","","","","",392,392,"anonymous","EN","1","2","2",400,"0","0","0","5254-1390-0441-3524","0","0","0","60","60","60","65","50","60","50","50","1","1","2","","2","","3","","45","4","","40","93BA0A0C57D042BCAEAB15D9D92706C1","regular"
"2024-05-16 12:53:31","2024-05-16 12:54:43","0",421,"100","71","1","2024-05-16 12:54:43","R_2n9PIdTrHJFlFY7","","","","",393,393,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","B742DBBFBB5B4643AD02DE74302A9B03",""
"2024-05-16 12:36:28","2024-05-16 12:54:44","0",422,"100","1095","1","2024-05-16 12:54:45","R_7HkpGembJvPYxyT","","","","",189,189,"anonymous","EN","1","2","2",401,"1","0","0","1705-5602-1106-4609","0","0","0","77","75","81","83","81","84","73","77","1","1","2","","2","","4","","39","1","","34","843F889CA262469DA21FBEB1B5FF237B","regular"
"2024-05-16 12:35:40","2024-05-16 12:54:55","0",423,"100","1154","1","2024-05-16 12:54:55","R_22Nv78l8NvBaICZ","","","","",394,394,"anonymous","EN","1","2","2",402,"0","0","10","5339-9639-2664-3581","0","0","10","0","0","0","100","100","80","50","0","1","1","1","Ive used ChatGPT to give me advice and companionship as both a joke but also to see what a neutral third party would say.","1","","3","","19","3","","80","B843C2C4E4774334A20D11F84069BBF8","rudimentary"
"2024-05-16 12:35:01","2024-05-16 12:54:58","0",424,"100","1197","1","2024-05-16 12:54:58","R_7HHqFSUqzGobHPC","","","","",67,67,"anonymous","EN","1","2","2",403,"20","20","20","5492-9066-7730-7545","2","4","18","97","90","92","93","91","94","81","92","1","1","2","","2","","3","","60","4","","71","0F32ADA7DF48476FB309F948A7234D13","regular"
"2024-05-16 12:35:15","2024-05-16 12:55:01","0",425,"100","1185","1","2024-05-16 12:55:02","R_1rYX2Ax9MWMdur2","","","","",395,395,"anonymous","EN","1","2","2",404,"75","35","25","0718-3531-5108-0872","40","26","26","0","0","0","100","15","0","30","0","1","1","1","It was work related to test the companion.","2","","1","","42","5","","85","3B780B63F0264A8594B76DD7E31C5143","rudimentary"
"2024-05-16 12:28:18","2024-05-16 12:55:02","0",426,"100","1604","1","2024-05-16 12:55:03","R_5y7u8DjSj8xtp0t","","","","",396,396,"anonymous","EN","1","2","2",405,"20","22","19","9137-0165-3937-3268","17","19","16","5","6","11","84","55","85","70","3","1","1","2","","1","","3","","26","4","","20","60B613ABB0C74158834A2CDB3C5ADBD6","generalist_ai_v3"
"2024-05-16 12:36:55","2024-05-16 12:55:07","0",427,"100","1092","1","2024-05-16 12:55:07","R_1KrQ5RdaLqIBcdA","","","","",397,397,"anonymous","EN","1","2","2",406,"91","97","79","0501-5145-0698-3255","24","23","28","91","100","100","99","98","99","99","97","1","1","2","","2","","1","","24","4","","69","649961FC9182442AA143D5C459990CEA","regular"
"2024-05-16 12:36:36","2024-05-16 12:55:08","0",428,"100","1112","1","2024-05-16 12:55:08","R_11HS6O2sjMhFLUO","","","","",398,398,"anonymous","EN","1","2","2",407,"66","28","52","0246-4836-3854-5120","67","28","47","33","80","69","44","41","68","60","25","1","1","1","For fun ","1","","3","","18","1","","41","09312B82ACE64660B6A7FC8A06CA266A","rudimentary"
"2024-05-16 12:35:03","2024-05-16 12:55:14","0",429,"100","1210","1","2024-05-16 12:55:15","R_747BTH81XB3JvVi","","","","",399,399,"anonymous","EN","1","2","2",408,"10","10","10","7771-2315-6052-8539","10","10","10","0","1","10","80","80","91","50","50","1","1","1","I heard all the hype around chatgpt and had to try it out.","1","","4","","26","3","","93","FB61482581FE44B9AD98FCECEF41D985","generalist_ai_v3"
"2024-05-16 12:26:42","2024-05-16 12:55:17","0",430,"100","1714","1","2024-05-16 12:55:17","R_7pIVIZssQLmHqAV","","","","",49,49,"anonymous","EN","1","2","2",409,"28","39","35","5441-7108-3575-8745","23","22","17","75","90","96","99","100","100","98","50","1","1","2","","1","","1","","22","3","","53","B1FE3AF6BEAC419AA537BC160B26B9C4","regular"
"2024-05-16 12:37:10","2024-05-16 12:55:17","0",431,"100","1087","1","2024-05-16 12:55:18","R_5c2BAeWoW4jctkb","","","","",400,400,"anonymous","EN","1","2","2",410,"70","0","0","5774-4067-6597-3107","70","0","0","0","0","0","70","81","50","11","0","1","1","1","just for fun","2","","3","","38","4","","50","6D6B3198565641C0BDCEA474256AD638","generalist_ai_v3"
"2024-05-16 12:35:57","2024-05-16 12:55:18","0",218,"100","1160","1","2024-05-16 12:55:18","R_6kOfU3yi2C0FanL","","","","",206,206,"anonymous","EN","1","2","2",411,"92","64","53","4610-0767-8728-6566","41","43","53","51","60","55","90","95","95","85","90","1","1","2","","1","","3","","39","4","","90","67FBB623FC3D434BA3F750BFAE495325","regular"
"2024-05-16 12:34:36","2024-05-16 12:55:20","0",432,"100","1243","1","2024-05-16 12:55:21","R_1dz0q5DBE1EXhy2","","","","",401,401,"anonymous","EN","1","2","2",412,"10","0","5","2996-5553-0458-5852","0","0","0","86","75","95","100","90","85","81","80","1","1","1","I was curious to see what it would be like to interact with one.","1","","3","","34","3","","70","0CF01309AD5942F5A8D4E0319EBA3E44","regular"
"2024-05-16 12:54:53","2024-05-16 12:55:21","0",433,"100","28","1","2024-05-16 12:55:22","R_2CKLkJwIrrwf49X","","","","",178,178,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","A79A7D2987AD491684A0CA93F51500F6",""
"2024-05-16 12:21:41","2024-05-16 12:55:40","0",434,"100","2038","1","2024-05-16 12:55:41","R_8RgdjfaSTEyRdoR","","","","",402,402,"anonymous","EN","1","2","2",413,"5","7","9","9149-2389-7029-4506","17","5","18","94","92","91","97","97","99","97","94","1","1","1","To search for music.","2","","3","","48","5","","73","FED4C3E561734BF7BF321D07E5241764","regular"
"2024-05-16 12:29:29","2024-05-16 12:55:41","0",435,"100","1572","1","2024-05-16 12:55:42","R_7Kqituzjg5hclBQ","","","","",403,403,"anonymous","EN","1","2","2",414,"2","0","0","0204-0744-0885-9192","0","0","0","50","62","60","71","64","100","83","92","1","1","1","fun","1","","4","","24","4","","100","0DBBE5A541C74728A2F3319FF9F9A8A2","regular"
"2024-05-16 12:36:03","2024-05-16 12:55:43","0",436,"100","1179","1","2024-05-16 12:55:44","R_2e5cz7FGTesV7mp","","","","",331,331,"anonymous","EN","1","2","2",415,"78","77","73","2620-8857-9135-8495","33","23","28","44","55","80","100","100","100","63","71","1","1","2","","2","","3","","42","3","","67","083B1963D5A84D4AA0E7F465284049C5","regular"
"2024-05-16 12:54:02","2024-05-16 12:55:46","0",437,"100","103","1","2024-05-16 12:55:47","R_7tx6y3Iw7Ga3nlo","","","","",404,404,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","A38D30DB0E1A40708C16BE1BAD7F5144",""
"2024-05-16 12:34:04","2024-05-16 12:55:47","0",438,"100","1303","1","2024-05-16 12:55:48","R_33sa4PyOsJbV9gt","","","","",227,227,"anonymous","EN","1","2","2",416,"0","0","0","0922-9595-3008-0677","0","0","0","0","0","0","100","72","66","26","62","1","1","1","I used to do work for an annotation website.","2","","3","","42","6","","58","D4C87E0001BA42F491A4C60F19B7E78E","generalist_ai_v3"
"2024-05-16 12:34:27","2024-05-16 12:55:49","0",439,"100","1281","1","2024-05-16 12:55:49","R_25YovE6R8XSL7e2","","","","",292,291,"anonymous","EN","1","2","2",417,"24","12","13","1137-0556-7959-5791","15","6","9","78","76","79","79","74","74","72","72","1","1","2","","2","","3","","64","2","","50","D92F5DFDB6194D919231B4EFCF34BAF0","regular"
"2024-05-16 12:31:30","2024-05-16 12:56:07","0",196,"100","1477","1","2024-05-16 12:56:07","R_58ZNDyajO7KWb19","","","","",184,184,"anonymous","EN","1","2","2",418,"0","71","100","1362-6258-3007-2817","0","71","100","0","15","2","90","100","70","71","0","1","1","1","Entertainment","3","","5","","26","1","","12","5D087B7F433F4B45AA44B5F82C6056D3","rudimentary"
"2024-05-16 12:37:36","2024-05-16 12:56:10","0",440,"100","1114","1","2024-05-16 12:56:11","R_5dKvNO0hOkQ74nK","","","","",405,405,"anonymous","EN","1","2","2",419,"3","0","1","7565-6650-9966-0970","49","7","58","0","4","0","96","65","67","0","0","1","1","1","To get some information for work.","2","","1","","36","4","","5","D8A029B725344D868E107E4658F9004C","rudimentary"
"2024-05-16 12:37:59","2024-05-16 12:56:30","0",441,"100","1110","1","2024-05-16 12:56:31","R_1qqIUZbsmhL3YwK","","","","",406,406,"anonymous","EN","1","2","2",420,"75","68","81","5771-5616-0719-8137","58","59","65","0","0","0","86","72","50","63","0","1","1","1","Because it was new and I wanted to try it out","2","","3","","43","2","","30","787FB88AEEC14361A9FB2E65A3F12DF5","generalist_ai_v3"
"2024-05-16 12:37:09","2024-05-16 12:56:31","0",442,"100","1161","1","2024-05-16 12:56:31","R_2XogAEoYAQhUuZp","","","","",344,344,"anonymous","EN","1","2","2",421,"76","35","63","4340-6206-9658-2871","44","38","45","52","90","88","75","79","78","83","67","1","1","2","","2","","3","","76","3","","49","80BEB9021DBA46EF84D800A39846306F","regular"
"2024-05-16 12:37:22","2024-05-16 12:56:33","0",443,"100","1151","1","2024-05-16 12:56:34","R_29m5hV9zv4cOmNX","","","","",407,407,"anonymous","EN","1","2","2",422,"65","70","65","8580-8549-3070-5483","50","60","50","60","90","90","100","100","100","100","60","1","1","2","","2","","3","","66","4","","80","981DDA0ECF704340B3CC8D562CF37E89","regular"
"2024-05-16 12:37:41","2024-05-16 12:56:53","0",444,"100","1151","1","2024-05-16 12:56:53","R_8zow06AlgOrLzME","","","","",408,408,"anonymous","EN","1","2","2",423,"70","30","64","8832-0018-4936-7695","29","40","40","20","10","20","100","61","81","70","86","1","1","2","","2","","5","","48","5","","30","0F413487254A4CA398144557EBBB7D3D","generalist_ai_v3"
"2024-05-16 12:22:23","2024-05-16 12:57:00","0",445,"100","2077","1","2024-05-16 12:57:01","R_7A096743wAagrnW","","","","",409,409,"anonymous","EN","1","2","2",424,"55","41","56","4589-4066-1579-9452","25","37","38","23","12","8","87","87","3","17","9","1","1","1","to get answers or information","1","","3","","35","4","","69","001A08BD6CD14051966DA95937FA3CAB","rudimentary"
"2024-05-16 12:38:14","2024-05-16 12:57:13","0",446,"100","1139","1","2024-05-16 12:57:14","R_7RSqyaEeWt8f7mF","","","","",410,410,"anonymous","EN","1","2","2",425,"73","35","67","1388-1714-8499-4435","100","67","86","0","0","0","70","75","42","61","0","1","1","1","I used it to get ideas for a title of a video game.","1","","4","","26","4","","28","BE7977AF39E44A7FAE63BABF841E83CD","rudimentary"
"2024-05-16 12:37:34","2024-05-16 12:57:15","0",447,"100","1181","1","2024-05-16 12:57:16","R_73g61TptzaljwJ9","","","","",411,411,"anonymous","EN","1","2","2",426,"0","0","1","3720-2381-3465-1461","0","0","0","0","10","0","100","100","50","79","0","1","1","1","dream interpretation","2","","3","","42","3","","100","77591AFB96BC48989797726CCA1EFD68","rudimentary"
"2024-05-16 12:15:47","2024-05-16 12:57:22","0",448,"100","2494","1","2024-05-16 12:57:23","R_13eMJpHOzGDz5aF","","","","",412,412,"anonymous","EN","1","2","2",427,"33","17","40","9393-1571-4474-4642","0","0","0","100","100","100","71","91","77","53","11","1","1","1","for fun","1","","4","","34","4","","77","C69D887798B6438E9A8CDE24492B07AE","rudimentary"
"2024-05-16 12:25:08","2024-05-16 12:57:31","0",449,"100","1942","1","2024-05-16 12:57:31","R_1dXrIBVy7QVCCif","","","","",413,413,"anonymous","EN","1","2","2",428,"78","35","70","0855-9254-7253-5771","55","43","67","12","21","81","81","77","28","82","22","1","1","1","I used to know the correct answer to some questions","2","","3","","41","4","","84","E7942D4B59D64D5C99F5AF69C8A61F67","generalist_ai_v3"
"2024-05-16 12:37:04","2024-05-16 12:57:34","0",450,"100","1230","1","2024-05-16 12:57:34","R_5Pub3rheJwoFJGG","","","","",414,414,"anonymous","EN","1","2","2",429,"0","0","0","9545-7576-2678-1776","40","36","24","0","0","0","94","93","89","85","91","1","1","2","","2","","3","","28","4","","22","24BA8014F3B3488CA61B4D6B1ACE42E8","rudimentary"
"2024-05-16 12:38:42","2024-05-16 12:57:42","0",451,"100","1139","1","2024-05-16 12:57:42","R_2OSJZ9lAe7cgmdI","","","","",415,415,"anonymous","EN","1","2","2",430,"70","1","70","7051-8450-0032-4494","70","20","70","0","0","0","100","71","0","12","0","1","1","1","They are fun, I help train them for work too and also in these types of surveys before","1","","3","","45","4","","92","9437F5A74E144F058D9AA8034933C57E","generalist_ai_v3"
"2024-05-16 12:37:16","2024-05-16 12:57:55","0",452,"100","1238","1","2024-05-16 12:57:55","R_5MRHZJQiagtaIBK","","","","",416,416,"anonymous","EN","1","2","2",431,"65","55","56","8800-8823-8919-7317","62","63","64","53","53","44","88","57","55","66","55","1","1","2","","2","","3","","25","4","","57","F0E357CC74FF4532A3F52D19BC0053B7","generalist_ai_v3"
"2024-05-16 12:36:24","2024-05-16 12:58:04","0",453,"100","1300","1","2024-05-16 12:58:05","R_1xLEvJHrRImpVef","","","","",417,417,"anonymous","EN","1","2","2",432,"31","21","37","4736-1697-2070-1843","41","31","37","57","60","81","81","66","73","85","66","1","1","1","to ask basic questions","2","","3","","34","5","","80","74D5EA9BEE624FD0A1A35C21B5D11E12","generalist_ai_v3"
"2024-05-16 12:39:08","2024-05-16 12:58:12","0",454,"100","1143","1","2024-05-16 12:58:13","R_87kBRKUxyTHa6Mw","","","","",418,418,"anonymous","EN","1","2","2",433,"40","33","33","9501-5125-7765-1465","30","24","23","10","19","26","91","70","78","46","56","1","1","1","For studies","2","","3","","51","2","","28","575070D4EFA046F9BC19051ECABE1F75","regular"
"2024-05-16 12:36:15","2024-05-16 12:58:17","0",455,"100","1322","1","2024-05-16 12:58:18","R_1w1zSmvHeyaCfxn","","","","",419,419,"anonymous","EN","1","2","2",434,"100","60","61","3910-3169-9469-6384","97","55","58","95","100","100","100","100","100","100","95","1","1","2","","2","","3","","46","3","","100","05A0D32D60004012B4E9E9F7C6AC9E9C","regular"
"2024-05-16 12:32:12","2024-05-16 12:58:22","0",456,"100","1570","1","2024-05-16 12:58:23","R_1EkhVtE1dYNuuf7","","","","",420,420,"anonymous","EN","1","2","2",435,"89","23","80","6538-2606-9768-9469","90","83","88","0","0","0","90","60","0","0","0","1","1","1","It was in another survey. That AI was an actual chatbot and took what I said and responded appropriately and thoughtfully. This AI only knew basic math, grammar, and conversions. LAME!","2","","3","","38","4","","100","91DD2F9092494B6A8DC6CE176BAF45E6","rudimentary"
"2024-05-16 12:37:47","2024-05-16 12:58:25","0",457,"100","1237","1","2024-05-16 12:58:26","R_1VkbFVXK67DFXwL","","","","",355,354,"anonymous","EN","1","2","2",436,"40","45","45","1815-4269-3131-8541","40","45","45","70","90","90","80","90","60","81","70","1","1","1","curiosity ","1","","1","","21","3","","86","219D90B27C4C41AF8BE33186F984EAD6","regular"
"2024-05-16 12:35:09","2024-05-16 12:58:43","0",458,"100","1414","1","2024-05-16 12:58:43","R_5s5IthyYSQDzCsc","","","","",421,421,"anonymous","EN","1","2","2",437,"10","30","30","8178-9254-1136-2181","10","30","30","0","0","0","100","50","0","10","0","1","1","1","ChatGPT","2","","3","","36","3","","40","887E34CE020C410CA51B5AFDF2680CDD","rudimentary"
"2024-05-16 12:37:34","2024-05-16 12:58:48","0",459,"100","1273","1","2024-05-16 12:58:48","R_8aEy3GTryZGtalY","","","","",128,128,"anonymous","EN","1","2","2",438,"25","5","15","9583-6634-6658-1020","0","0","0","100","100","100","100","100","100","98","100","1","1","1","I used one in other surveys although they may not have been a companion app.","2","","3","","53","2","","90","4C996CBA7A25444D9FFBD5938F22D79E","regular"
"2024-05-16 12:40:50","2024-05-16 12:58:59","0",460,"100","1088","1","2024-05-16 12:59:00","R_1w0svZ8o0vpr9Tj","","","","",422,422,"anonymous","EN","1","2","2",439,"67","59","66","1302-6689-0449-2269","60","43","61","61","61","79","93","84","90","58","81","1","1","1","Just to try it out and test its capabilities","2","","2","","28","4","","35","996EC505B93C4829BF22C01ABC94A238","regular"
"2024-05-16 12:38:27","2024-05-16 12:59:05","0",461,"100","1237","1","2024-05-16 12:59:06","R_3OPMaE7BXMc2TE5","","","","",423,423,"anonymous","EN","1","2","2",440,"40","35","25","1515-4341-1997-0921","100","100","100","0","0","0","100","0","0","0","0","1","1","1","It's fun to talk to one. It helps me be creative. It helps me do tasks.","1","","3","","34","4","","40","4509B59C9C49499EB62F362D3A56B6A2","rudimentary"
